-1  1:-1 2:25
-1  1:-1 2:-1
-1  1:-1 2:-1
-1  1:-1 2:258
-1  1:-1 2:-1
-1  1:-1 2:-1
-1  1:-1 2:-1
-1  1:-1 2:-1
-1  1:-1 2:37
-1  1:-1 2:-1
-1  1:-1 2:-1
-1  1:-1 2:-1
-1  1:22 2:-1
-1  1:-1 2:-1
-1  1:-1 2:-1
-1  1:-1 2:-1
-1  1:-1 2:67
-1  1:30 2:-1
-1  1:-1 2:78
-1  1:-1 2:88
-1  1:-1 2:-1
-1  1:96 2:149
-1  1:28 2:-1
-1  1:-1 2:-1
-1  1:26 2:-1
-1  1:-1 2:32
-1  1:-1 2:-1
-1  1:-1 2:80
-1  1:-1 2:36
-1  1:-1 2:-1
-1  1:-1 2:-1
-1  1:-1 2:-1
-1  1:29 2:36
-1  1:23 2:35
-1  1:-1 2:-1
-1  1:-1 2:-1
-1  1:25 2:-1
-1  1:77 2:-1
-1  1:25 2:-1
-1  1:-1 2:-1
-1  1:21 2:53
-1  1:-1 2:-1
-1  1:30 2:72
-1  1:-1 2:-1
-1  1:56 2:-1
-1  1:54 2:-1
-1  1:-1 2:-1
-1  1:-1 2:-1
1  1:-1 2:113
1  1:-1 2:117
1  1:-1 2:123
1  1:-1 2:119
1  1:-1 2:124
1  1:-1 2:112
-1 1:-1 2:-1
1  1:22 2:124
1  1:-1 2:99
-1 1:-1 2:-1
-1 1:-1 2:106
1  1:89 2:121
1  1:75 2:34
1  1:-1 2:119
-1 1:-1 2:32
-1 1:-1 2:-1
-1 1:-1 2:-1
1  1:-1 2:104
